id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
48575,FL,5.0,55000,1250.0,112.0,94.0,234
48576,VA,4.1,74000,1910.0,116.0,97.0,424
48577,TX,4.2,61000,1380.0,106.0,76.0,827
48578,CA,6.1,75000,1810.0,164.0,132.0,302
48579,GA,4.1,58000,1500.0,108.0,93.0,408
48580,WA,4.8,78000,1890.0,154.0,123.0,860
48581,TX,4.1,61000,1380.0,107.0,86.0,640
48582,NC,4.9,54000,1390.0,110.0,87.0,982
48583,CA,5.3,75000,1600.0,158.0,123.0,620
48584,MI,5.7,57000,1290.0,101.0,83.0,237
48585,TX,4.4,61000,1430.0,99.0,95.0,932
48586,IN,4.7,55000,1270.0,96.0,73.0,507
48587,CA,5.3,75000,1720.0,150.0,122.0,777
48588,CA,5.4,75000,1620.0,162.0,132.0,214
48589,WA,5.0,78000,1820.0,156.0,132.0,658
48590,WA,4.7,78000,1980.0,163.0,131.0,312
48591,NJ,4.7,82000,1880.0,144.0,117.0,345
48592,WA,5.4,78000,1900.0,155.0,118.0,419
48593,TX,4.2,61000,1640.0,108.0,90.0,732
48594,IN,4.3,55000,1390.0,94.0,90.0,221
48595,OH,4.3,56000,1140.0,96.0,80.0,210
48596,IL,5.2,65000,1400.0,107.0,97.0,989
48597,NC,4.2,54000,1240.0,104.0,91.0,666
48598,MA,4.3,81000,1680.0,145.0,118.0,670
48599,NC,4.3,54000,1430.0,101.0,98.0,824
48600,FL,4.8,55000,1320.0,111.0,90.0,868
48601,CA,5.3,75000,1970.0,157.0,125.0,792
48602,IL,4.9,65000,1470.0,94.0,85.0,954
48603,PA,4.2,61000,1300.0,104.0,90.0,632
48604,MD,4.3,84000,1980.0,128.0,107.0,401
48605,VA,3.6,74000,1710.0,125.0,104.0,694
48606,NY,4.6,72000,1640.0,137.0,107.0,608
48607,PA,4.8,61000,1400.0,96.0,84.0,339
48608,FL,5.2,55000,1280.0,121.0,90.0,855
48609,NC,4.9,54000,1270.0,109.0,85.0,836
48610,NY,4.7,72000,2100.0,140.0,101.0,141
48611,FL,4.6,55000,1270.0,119.0,99.0,730
48612,VA,3.8,74000,1500.0,125.0,102.0,137
48613,CA,5.2,75000,1900.0,163.0,130.0,252
48614,OH,4.6,56000,1570.0,94.0,77.0,753
48615,VA,4.0,74000,1800.0,122.0,111.0,156
48616,WI,4.2,60000,1350.0,101.0,93.0,347
48617,TX,4.1,61000,1540.0,107.0,89.0,612
48618,MD,4.3,84000,2300.0,124.0,106.0,303
48619,MI,5.9,57000,1210.0,94.0,81.0,110
48620,TX,4.5,61000,1500.0,97.0,85.0,742
48621,IN,4.1,55000,1220.0,92.0,72.0,450
48622,WA,4.7,78000,2180.0,150.0,112.0,148
48623,TN,4.0,53000,1180.0,111.0,85.0,616
48624,FL,4.2,55000,1310.0,113.0,92.0,450
48625,TX,4.6,61000,1390.0,104.0,87.0,283
48626,FL,4.9,55000,1200.0,109.0,85.0,957
48627,FL,4.9,55000,1420.0,112.0,98.0,907
48628,TX,4.6,61000,1430.0,108.0,84.0,235
48629,FL,4.3,55000,1300.0,111.0,89.0,143
48630,CA,5.6,75000,1970.0,162.0,126.0,971
48631,WI,4.0,60000,1380.0,97.0,82.0,111
48632,TX,4.3,61000,1750.0,106.0,86.0,425
48633,PA,4.5,61000,1290.0,96.0,80.0,903
48634,IN,4.9,55000,1170.0,94.0,90.0,518
48635,MD,4.4,84000,2150.0,131.0,111.0,638
48636,TX,4.5,61000,1550.0,105.0,88.0,919
48637,TX,4.0,61000,1480.0,100.0,91.0,745
48638,TX,4.5,61000,1430.0,104.0,85.0,232
48639,TX,4.2,61000,1600.0,100.0,73.0,472
48640,CA,5.5,75000,1810.0,167.0,129.0,300
48641,TX,3.9,61000,1640.0,105.0,89.0,546
48642,MI,5.5,57000,1300.0,98.0,75.0,616
48643,TN,3.9,53000,1180.0,93.0,87.0,237
48644,MA,4.1,81000,1760.0,142.0,119.0,507
48645,NC,4.5,54000,1340.0,114.0,81.0,717
48646,FL,4.3,55000,1220.0,118.0,96.0,890
48647,GA,4.2,58000,1350.0,101.0,72.0,831
48648,CA,5.0,75000,1420.0,166.0,128.0,774
48649,CA,5.3,75000,1590.0,151.0,124.0,927
48650,FL,4.5,55000,1200.0,118.0,99.0,315
48651,IL,5.4,65000,1670.0,103.0,92.0,877
48652,MI,5.6,57000,1430.0,95.0,77.0,350
48653,NJ,4.8,82000,1910.0,130.0,110.0,367
48654,CA,5.6,75000,1710.0,162.0,130.0,916
48655,TX,4.6,61000,1490.0,95.0,89.0,555
48656,CA,5.8,75000,1680.0,154.0,122.0,676
48657,VA,4.0,74000,1740.0,124.0,107.0,590
48658,OH,5.2,56000,1340.0,89.0,80.0,896
48659,GA,4.0,58000,1750.0,108.0,79.0,228
48660,FL,4.7,55000,1180.0,122.0,91.0,203
48661,NJ,4.7,82000,2040.0,136.0,114.0,231
48662,AZ,4.7,58000,1430.0,114.0,101.0,220
48663,TX,4.1,61000,1500.0,102.0,91.0,995
48664,NC,3.8,54000,1310.0,114.0,93.0,109
48665,MI,5.1,57000,1440.0,98.0,86.0,820
48666,CA,5.6,75000,1980.0,154.0,116.0,693
48667,FL,4.5,55000,1210.0,122.0,92.0,554
48668,NY,5.7,72000,1890.0,138.0,118.0,574
48669,VA,4.0,74000,1730.0,133.0,111.0,583
48670,WI,3.9,60000,1460.0,90.0,86.0,539
48671,MI,5.4,57000,1300.0,100.0,81.0,926
48672,NY,4.5,72000,1580.0,142.0,119.0,543
48673,MO,4.2,55000,1150.0,82.0,70.0,918
48674,FL,4.8,55000,1210.0,116.0,95.0,249
48675,TN,4.4,53000,1380.0,98.0,89.0,423
48676,IL,5.3,65000,1530.0,108.0,89.0,925
48677,MO,4.4,55000,1300.0,89.0,74.0,708
48678,NY,4.7,72000,1720.0,132.0,112.0,750
48679,FL,5.1,55000,1300.0,116.0,88.0,714
48680,FL,4.9,55000,1240.0,116.0,85.0,225
48681,AZ,4.4,58000,1300.0,107.0,92.0,903
48682,TX,4.5,61000,1390.0,106.0,82.0,748
48683,TX,4.2,61000,1330.0,106.0,85.0,162
48684,PA,5.0,61000,1490.0,79.0,74.0,288
48685,CA,5.4,75000,1740.0,158.0,130.0,277
48686,CA,5.8,75000,2060.0,160.0,134.0,486
48687,TX,4.0,61000,1320.0,95.0,80.0,136
48688,NY,5.0,72000,1730.0,144.0,115.0,917
48689,IL,4.9,65000,1550.0,93.0,85.0,927
48690,TX,4.1,61000,1530.0,108.0,85.0,868
48691,TX,4.1,61000,1330.0,108.0,86.0,543
48692,NY,5.4,72000,1660.0,139.0,114.0,276
48693,TX,4.0,61000,1620.0,120.0,102.0,594
48694,GA,3.5,58000,1470.0,108.0,92.0,656
48695,FL,4.9,55000,1340.0,115.0,99.0,349
48696,FL,4.9,55000,1260.0,116.0,104.0,525
48697,TX,4.1,61000,1570.0,100.0,84.0,633
48698,NC,3.7,54000,1210.0,113.0,89.0,667
48699,IN,4.3,55000,1210.0,95.0,79.0,979
48700,IN,4.5,55000,1330.0,97.0,83.0,825
48701,AZ,4.3,58000,1390.0,123.0,95.0,243
48702,IL,4.8,65000,1520.0,94.0,78.0,551
48703,IN,4.6,55000,1390.0,97.0,74.0,671
48704,IL,4.8,65000,1570.0,103.0,93.0,454
48705,IN,4.4,55000,1160.0,97.0,82.0,244
48706,GA,3.7,58000,1370.0,107.0,88.0,735
48707,FL,4.8,55000,1180.0,116.0,94.0,517
48708,PA,4.5,61000,1400.0,94.0,79.0,931
48709,OH,5.0,56000,1500.0,84.0,74.0,598
48710,OH,4.4,56000,1390.0,88.0,81.0,460
48711,MI,4.9,57000,1700.0,100.0,83.0,677
48712,MD,4.4,84000,1920.0,125.0,107.0,798
48713,IL,4.5,65000,1530.0,94.0,83.0,496
48714,GA,4.0,58000,1420.0,105.0,82.0,211
48715,TX,3.7,61000,1450.0,117.0,91.0,115
48716,IL,5.0,65000,1750.0,98.0,78.0,907
48717,FL,4.9,55000,1200.0,113.0,85.0,639
48718,CA,5.7,75000,2040.0,163.0,129.0,348
48719,IL,5.3,65000,1550.0,91.0,82.0,320
48720,NY,4.8,72000,1620.0,133.0,106.0,600
48721,MI,5.5,57000,1440.0,106.0,81.0,293
48722,MO,4.4,55000,1360.0,97.0,77.0,139
48723,IL,5.0,65000,1450.0,105.0,85.0,823
48724,IN,4.2,55000,1470.0,93.0,79.0,138
48725,MI,5.4,57000,1340.0,80.0,71.0,455
48726,CA,5.9,75000,1710.0,160.0,133.0,884
48727,MO,4.3,55000,1270.0,96.0,80.0,863
48728,FL,4.6,55000,1240.0,124.0,102.0,642
48729,CA,5.7,75000,1560.0,158.0,128.0,629
48730,CA,5.1,75000,1690.0,158.0,128.0,324
48731,TN,4.0,53000,1340.0,100.0,74.0,513
48732,NJ,4.7,82000,2080.0,131.0,115.0,474
48733,TX,4.4,61000,1260.0,108.0,84.0,989
48734,CA,5.9,75000,1670.0,161.0,136.0,419
48735,OH,4.9,56000,1300.0,77.0,72.0,475
48736,TN,3.8,53000,1240.0,110.0,86.0,493
48737,MI,5.4,57000,1260.0,98.0,86.0,249
48738,FL,4.1,55000,1170.0,126.0,101.0,110
48739,TX,3.9,61000,1650.0,102.0,88.0,121
48740,OH,4.3,56000,1480.0,96.0,79.0,790
48741,MI,4.8,57000,1640.0,94.0,84.0,639
48742,CA,5.3,75000,1550.0,162.0,127.0,527
48743,NY,4.8,72000,1720.0,142.0,121.0,568
48744,TN,4.5,53000,1170.0,103.0,90.0,619
48745,MD,4.7,84000,1870.0,121.0,106.0,696
48746,FL,4.6,55000,1230.0,116.0,83.0,407
48747,TN,4.2,53000,1410.0,106.0,87.0,632
48748,TX,4.5,61000,1240.0,105.0,93.0,613
48749,AZ,4.5,58000,1360.0,111.0,90.0,145
48750,PA,3.9,61000,1580.0,99.0,88.0,424
48751,FL,4.8,55000,1070.0,117.0,94.0,287
48752,NY,4.7,72000,1980.0,140.0,109.0,228
48753,NY,5.1,72000,1720.0,137.0,108.0,502
48754,MI,5.7,57000,1450.0,96.0,78.0,792
48755,IL,5.0,65000,1670.0,109.0,96.0,367
48756,PA,4.2,61000,1400.0,97.0,84.0,635
48757,GA,4.1,58000,1310.0,102.0,86.0,374
48758,OH,4.3,56000,1240.0,84.0,69.0,951
48759,TX,4.0,61000,1670.0,107.0,84.0,321
48760,OH,4.5,56000,1290.0,92.0,74.0,387
48761,WI,4.9,60000,1310.0,114.0,93.0,452
48762,TX,4.0,61000,1540.0,105.0,88.0,394
48763,CA,5.2,75000,1920.0,154.0,123.0,528
48764,FL,4.8,55000,1460.0,120.0,97.0,292
48765,CA,5.4,75000,1720.0,154.0,120.0,961
48766,MI,5.2,57000,1310.0,94.0,70.0,465
48767,MI,5.5,57000,1310.0,99.0,76.0,884
48768,IN,4.6,55000,1380.0,103.0,85.0,655
48769,NC,4.4,54000,1350.0,111.0,82.0,661
48770,MD,4.7,84000,1800.0,125.0,107.0,548
48771,CA,5.5,75000,1730.0,158.0,120.0,482
48772,TN,3.8,53000,1470.0,100.0,81.0,682
48773,PA,4.5,61000,1480.0,91.0,82.0,212
48774,MA,3.8,81000,1810.0,146.0,127.0,673
48775,IN,4.7,55000,1250.0,107.0,89.0,267
48776,MA,3.9,81000,2100.0,151.0,121.0,507
48777,FL,4.5,55000,1290.0,109.0,91.0,853
48778,TN,4.6,53000,1280.0,98.0,79.0,419
48779,WI,4.4,60000,1330.0,102.0,87.0,210
48780,WI,4.0,60000,1380.0,99.0,81.0,304
48781,FL,5.1,55000,1340.0,118.0,89.0,400
48782,NJ,5.0,82000,1870.0,139.0,115.0,364
48783,NC,4.5,54000,1270.0,111.0,93.0,901
48784,TN,4.6,53000,1270.0,110.0,94.0,191
48785,PA,4.8,61000,1610.0,93.0,82.0,363
48786,TX,4.3,61000,1400.0,105.0,89.0,144
48787,PA,4.5,61000,1410.0,90.0,76.0,799
48788,FL,4.6,55000,1530.0,113.0,94.0,270
48789,VA,4.2,74000,1820.0,120.0,106.0,149
48790,CA,5.5,75000,1610.0,156.0,130.0,273
48791,CA,5.8,75000,1570.0,152.0,123.0,750
48792,CA,5.8,75000,1840.0,169.0,127.0,103
48793,FL,5.3,55000,1350.0,109.0,90.0,264
48794,MI,5.2,57000,1570.0,95.0,81.0,427
48795,VA,4.0,74000,1700.0,123.0,107.0,413
48796,FL,4.6,55000,1520.0,121.0,93.0,311
48797,TX,4.3,61000,1560.0,106.0,88.0,182
48798,MI,4.9,57000,1440.0,95.0,90.0,486
48799,TX,4.4,61000,1510.0,103.0,91.0,638
48800,TX,3.5,61000,1500.0,107.0,87.0,269
48801,NY,5.0,72000,1790.0,134.0,115.0,979
48802,AZ,4.8,58000,1550.0,122.0,100.0,805
48803,WI,4.3,60000,1430.0,100.0,83.0,226
48804,NC,4.1,54000,1140.0,113.0,97.0,427
48805,CA,5.3,75000,1790.0,152.0,114.0,421
48806,FL,4.4,55000,1310.0,118.0,98.0,973
48807,GA,3.7,58000,1280.0,107.0,92.0,828
48808,TX,4.3,61000,1500.0,106.0,94.0,511
48809,CA,5.4,75000,1690.0,164.0,135.0,841
48810,TX,4.2,61000,1590.0,102.0,77.0,402
48811,VA,3.4,74000,1520.0,118.0,97.0,219
48812,PA,4.6,61000,1340.0,93.0,83.0,914
48813,WI,4.4,60000,1440.0,101.0,88.0,253
48814,NY,4.7,72000,1670.0,143.0,118.0,734
48815,TX,4.4,61000,1760.0,106.0,86.0,877
48816,PA,4.2,61000,1510.0,84.0,71.0,168
48817,NJ,5.3,82000,1810.0,135.0,120.0,971
48818,VA,4.1,74000,1680.0,124.0,101.0,963
48819,TX,4.2,61000,1410.0,101.0,83.0,907
48820,CA,5.9,75000,1750.0,160.0,118.0,286
48821,OH,4.4,56000,1430.0,95.0,75.0,482
48822,CA,5.3,75000,1880.0,154.0,119.0,142
48823,CA,5.8,75000,2190.0,164.0,121.0,435
48824,GA,4.3,58000,1240.0,108.0,88.0,821
48825,FL,4.7,55000,1260.0,112.0,95.0,273
48826,CA,5.4,75000,1690.0,158.0,129.0,117
48827,AZ,4.4,58000,1520.0,113.0,89.0,410
48828,MI,5.0,57000,1490.0,91.0,74.0,790
48829,OH,4.7,56000,1390.0,88.0,75.0,763
48830,FL,4.6,55000,1340.0,122.0,90.0,753
48831,MO,3.8,55000,1420.0,96.0,82.0,550
48832,VA,3.6,74000,1640.0,130.0,109.0,893
48833,NC,4.2,54000,1280.0,112.0,92.0,557
48834,CA,5.8,75000,1730.0,158.0,124.0,202
48835,TX,4.7,61000,1480.0,108.0,91.0,806
48836,NC,4.0,54000,1220.0,108.0,91.0,701
48837,CA,5.4,75000,2010.0,161.0,129.0,422
48838,CA,5.6,75000,1820.0,158.0,123.0,780
48839,CA,5.4,75000,1760.0,160.0,122.0,422
48840,NC,4.6,54000,1290.0,112.0,75.0,337
48841,FL,4.6,55000,1490.0,124.0,93.0,660
48842,WI,4.1,60000,1630.0,93.0,74.0,582
48843,TX,4.0,61000,1510.0,102.0,82.0,503
48844,NY,5.2,72000,1580.0,144.0,116.0,742
48845,MD,4.6,84000,1960.0,133.0,110.0,208
48846,MO,4.3,55000,1260.0,103.0,78.0,638
48847,TX,4.2,61000,1460.0,104.0,90.0,834
48848,MI,5.3,57000,1770.0,98.0,85.0,398
48849,NY,4.9,72000,1700.0,135.0,115.0,110
48850,NC,4.0,54000,1420.0,113.0,84.0,485
48851,TX,4.6,61000,1570.0,106.0,81.0,998
48852,MO,3.6,55000,1350.0,105.0,79.0,781
48853,MD,4.8,84000,2080.0,127.0,112.0,840
48854,FL,5.0,55000,1250.0,115.0,94.0,709
48855,NC,4.3,54000,1330.0,110.0,85.0,468
48856,MO,4.0,55000,1410.0,90.0,83.0,294
48857,NJ,4.9,82000,1900.0,136.0,111.0,872
48858,AZ,4.4,58000,1290.0,118.0,84.0,362
48859,CA,5.3,75000,1600.0,158.0,133.0,869
48860,IN,4.1,55000,1240.0,96.0,82.0,279
48861,GA,4.2,58000,1430.0,107.0,93.0,178
48862,IL,4.8,65000,1860.0,92.0,84.0,788
48863,GA,4.3,58000,1440.0,113.0,93.0,314
48864,TX,4.1,61000,1580.0,105.0,95.0,231
48865,NY,4.9,72000,1810.0,138.0,117.0,953
48866,NC,4.7,54000,1150.0,119.0,96.0,473
48867,GA,4.0,58000,1250.0,107.0,84.0,706
48868,MO,3.8,55000,1300.0,107.0,95.0,543
48869,TN,4.6,53000,1250.0,111.0,82.0,989
48870,MD,3.9,84000,1910.0,132.0,112.0,205
48871,NY,5.1,72000,1790.0,135.0,109.0,130
48872,NC,4.0,54000,1230.0,117.0,86.0,840
48873,GA,3.6,58000,1370.0,102.0,83.0,875
48874,NY,4.9,72000,1680.0,139.0,103.0,525
48875,FL,4.6,55000,1370.0,125.0,95.0,251
48876,CA,5.8,75000,1760.0,154.0,125.0,244
48877,CA,5.2,75000,1610.0,161.0,122.0,231
48878,GA,4.1,58000,1500.0,112.0,87.0,351
48879,NC,4.0,54000,1250.0,100.0,84.0,611
48880,NC,4.2,54000,1370.0,99.0,82.0,469
48881,NC,4.4,54000,1270.0,113.0,98.0,392
48882,AZ,4.7,58000,1330.0,115.0,92.0,365
48883,TX,4.1,61000,1330.0,111.0,90.0,715
48884,WI,3.8,60000,1360.0,111.0,85.0,547
48885,TN,3.9,53000,1140.0,105.0,82.0,916
48886,FL,4.4,55000,1470.0,121.0,88.0,273
48887,OH,5.4,56000,1390.0,92.0,73.0,756
48888,VA,4.4,74000,1770.0,120.0,104.0,747
48889,GA,4.0,58000,1380.0,86.0,75.0,915
48890,WA,4.2,78000,1860.0,156.0,118.0,901
48891,PA,4.9,61000,1260.0,86.0,75.0,778
48892,FL,4.8,55000,1450.0,105.0,89.0,610
48893,IN,3.8,55000,1180.0,100.0,81.0,649
48894,CA,5.7,75000,1870.0,156.0,133.0,786
48895,NC,4.0,54000,1130.0,115.0,93.0,301
48896,MA,3.8,81000,2000.0,148.0,116.0,440
48897,FL,4.8,55000,1280.0,116.0,93.0,739
48898,NY,4.8,72000,1640.0,139.0,100.0,793
48899,OH,4.7,56000,1370.0,83.0,77.0,629
48900,TX,4.2,61000,1530.0,99.0,79.0,341
48901,CA,5.4,75000,1770.0,166.0,135.0,672
48902,NC,4.9,54000,1430.0,114.0,95.0,775
48903,TN,3.9,53000,1180.0,96.0,74.0,714
48904,NJ,4.9,82000,1870.0,134.0,120.0,713
48905,OH,4.4,56000,1200.0,90.0,79.0,152
48906,MI,5.7,57000,1130.0,95.0,80.0,916
48907,NY,5.2,72000,1840.0,146.0,116.0,671
48908,TX,4.1,61000,1420.0,104.0,83.0,464
48909,IL,4.9,65000,1490.0,100.0,79.0,151
48910,FL,4.8,55000,1440.0,113.0,81.0,477
48911,WA,5.0,78000,1800.0,155.0,122.0,921
48912,NC,4.1,54000,1220.0,111.0,81.0,931
48913,FL,5.0,55000,1500.0,118.0,99.0,515
48914,AZ,4.6,58000,1450.0,113.0,92.0,550
48915,FL,5.0,55000,1500.0,121.0,97.0,725
48916,NC,4.2,54000,1370.0,108.0,91.0,767
48917,MO,4.2,55000,1660.0,97.0,77.0,319
48918,WA,4.9,78000,2020.0,152.0,129.0,640
48919,AZ,4.8,58000,1210.0,114.0,90.0,669
48920,MI,5.4,57000,1470.0,101.0,84.0,281
48921,IN,4.6,55000,1350.0,95.0,80.0,989
48922,IN,4.3,55000,1180.0,91.0,73.0,362
48923,IL,4.8,65000,1650.0,110.0,84.0,713
48924,CA,5.9,75000,1830.0,165.0,130.0,294
48925,IL,5.5,65000,1580.0,91.0,82.0,767
48926,TX,4.3,61000,1410.0,115.0,94.0,826
48927,CA,5.6,75000,2010.0,151.0,119.0,642
48928,GA,3.7,58000,1470.0,95.0,85.0,269
48929,FL,4.5,55000,1340.0,121.0,93.0,385
48930,NC,4.5,54000,1340.0,118.0,94.0,848
48931,NY,5.4,72000,1870.0,145.0,118.0,237
48932,CA,5.5,75000,1690.0,170.0,130.0,235
48933,CA,5.6,75000,1620.0,151.0,124.0,761
48934,TX,3.8,61000,1430.0,101.0,76.0,753
48935,WA,4.7,78000,1740.0,164.0,120.0,982
48936,MI,5.0,57000,1470.0,87.0,73.0,402
48937,NY,4.8,72000,2060.0,142.0,112.0,709
48938,NY,5.2,72000,1710.0,129.0,109.0,711
48939,IL,5.1,65000,1290.0,103.0,86.0,344
48940,NC,4.4,54000,1300.0,103.0,79.0,209
48941,MI,5.5,57000,1300.0,95.0,81.0,842
48942,TX,4.1,61000,1490.0,104.0,85.0,379
48943,IL,4.8,65000,1560.0,108.0,89.0,887
48944,GA,4.3,58000,1360.0,111.0,90.0,737
48945,IN,4.5,55000,1140.0,96.0,85.0,105
48946,FL,4.7,55000,1230.0,109.0,92.0,280
48947,GA,4.2,58000,1520.0,103.0,80.0,655
48948,MI,5.1,57000,1270.0,95.0,87.0,333
48949,CA,5.5,75000,1720.0,169.0,130.0,614
48950,NJ,4.7,82000,1980.0,136.0,117.0,126
48951,WA,4.4,78000,1850.0,158.0,127.0,401
48952,IL,5.4,65000,1510.0,99.0,80.0,603
48953,TX,4.1,61000,1420.0,105.0,89.0,694
48954,WA,5.3,78000,1780.0,155.0,126.0,253
48955,NJ,4.9,82000,1820.0,139.0,119.0,920
48956,TN,4.0,53000,1290.0,104.0,92.0,463
48957,IL,4.9,65000,1600.0,102.0,90.0,101
48958,OH,4.7,56000,1150.0,91.0,72.0,639
48959,MD,4.2,84000,2130.0,122.0,108.0,512
48960,CA,5.1,75000,1490.0,161.0,125.0,994
48961,WA,4.7,78000,1800.0,153.0,116.0,618
48962,OH,4.9,56000,1290.0,89.0,78.0,648
48963,VA,4.1,74000,2200.0,123.0,100.0,932
48964,NJ,5.6,82000,1840.0,132.0,106.0,214
48965,VA,3.6,74000,1960.0,114.0,95.0,560
48966,NY,4.2,72000,1480.0,141.0,111.0,348
48967,WI,3.7,60000,1580.0,108.0,95.0,523
48968,TN,3.4,53000,1280.0,106.0,92.0,592
48969,VA,3.5,74000,1770.0,125.0,99.0,755
48970,MA,3.9,81000,1960.0,148.0,117.0,202
48971,NY,5.2,72000,1680.0,144.0,123.0,151
48972,NC,4.3,54000,1410.0,117.0,91.0,395
48973,TX,3.9,61000,1410.0,110.0,84.0,808
48974,IL,5.2,65000,1370.0,105.0,95.0,211
48975,NJ,5.5,82000,1880.0,131.0,109.0,458
48976,WA,4.6,78000,1930.0,153.0,116.0,158
48977,VA,3.6,74000,1780.0,130.0,97.0,724
48978,AZ,4.5,58000,1550.0,120.0,94.0,781
48979,NY,5.4,72000,1560.0,136.0,114.0,744
48980,OH,4.9,56000,1320.0,94.0,76.0,765
48981,WA,4.3,78000,1740.0,156.0,125.0,248
48982,NJ,5.4,82000,2160.0,134.0,105.0,796
48983,MD,4.2,84000,1820.0,133.0,121.0,555
48984,TX,3.6,61000,1450.0,104.0,81.0,762
48985,CA,5.1,75000,1780.0,164.0,133.0,353
48986,OH,4.4,56000,1430.0,93.0,72.0,965
48987,VA,3.3,74000,1670.0,124.0,103.0,119
48988,TX,4.4,61000,1510.0,106.0,82.0,371
48989,CA,5.8,75000,1830.0,157.0,122.0,177
48990,PA,4.6,61000,1160.0,102.0,80.0,861
48991,TX,4.2,61000,1320.0,110.0,88.0,480
48992,TN,4.2,53000,1290.0,106.0,83.0,914
48993,NY,4.8,72000,1710.0,138.0,114.0,912
48994,NC,3.6,54000,1100.0,97.0,80.0,756
48995,MO,3.8,55000,1290.0,93.0,76.0,474
48996,PA,4.6,61000,1380.0,102.0,98.0,531
48997,TN,4.2,53000,1150.0,105.0,79.0,100
48998,FL,5.1,55000,1410.0,112.0,95.0,389
48999,CA,5.5,75000,2030.0,155.0,127.0,990
49000,VA,3.4,74000,1740.0,122.0,103.0,796
49001,NJ,5.4,82000,1880.0,132.0,111.0,221
49002,VA,3.4,74000,1980.0,124.0,102.0,677
49003,OH,4.5,56000,1500.0,93.0,80.0,912
49004,CA,5.7,75000,2050.0,166.0,125.0,357
49005,CA,5.4,75000,1800.0,155.0,118.0,649
49006,MI,5.4,57000,1330.0,98.0,87.0,338
49007,NJ,4.9,82000,1740.0,133.0,115.0,928
49008,MA,3.9,81000,1720.0,146.0,126.0,693
49009,NJ,5.6,82000,1810.0,140.0,113.0,801
49010,CA,5.4,75000,1870.0,155.0,120.0,456
49011,MA,4.2,81000,2100.0,148.0,119.0,598
49012,TN,4.0,53000,1150.0,107.0,87.0,537
49013,FL,4.4,55000,1300.0,110.0,89.0,279
49014,IL,5.4,65000,1410.0,93.0,84.0,518
49015,MI,5.7,57000,1210.0,99.0,78.0,482
49016,GA,4.7,58000,1280.0,109.0,80.0,365
49017,WI,4.5,60000,1640.0,96.0,84.0,552
49018,GA,4.2,58000,1370.0,107.0,81.0,337
49019,WI,4.9,60000,1490.0,91.0,77.0,521
49020,IL,4.9,65000,1520.0,99.0,98.0,846
49021,NY,5.1,72000,1650.0,141.0,109.0,803
49022,AZ,4.5,58000,1190.0,120.0,97.0,361
49023,MD,4.3,84000,1910.0,132.0,113.0,477
49024,PA,4.5,61000,1550.0,100.0,83.0,628
49025,OH,4.6,56000,1370.0,86.0,73.0,312
49026,MI,5.5,57000,1330.0,93.0,72.0,151
49027,IN,4.1,55000,1300.0,100.0,90.0,883
49028,MA,4.4,81000,2070.0,142.0,114.0,913
49029,TX,4.0,61000,1210.0,110.0,86.0,789
49030,FL,4.7,55000,1210.0,127.0,95.0,783
49031,MI,5.7,57000,1320.0,98.0,87.0,522
49032,FL,4.8,55000,1410.0,114.0,94.0,894
49033,TX,4.4,61000,1550.0,108.0,87.0,730
49034,FL,5.0,55000,1450.0,120.0,98.0,181
49035,CA,5.3,75000,1490.0,172.0,134.0,493
49036,PA,4.5,61000,1330.0,99.0,83.0,172
49037,TX,4.4,61000,1440.0,100.0,74.0,450
49038,TX,4.1,61000,1730.0,102.0,91.0,237
49039,PA,4.4,61000,1720.0,93.0,87.0,233
49040,NC,4.4,54000,1280.0,110.0,81.0,805
49041,NJ,5.1,82000,1870.0,131.0,109.0,992
49042,NC,4.3,54000,1300.0,116.0,90.0,681
49043,PA,4.8,61000,1500.0,85.0,68.0,654
49044,TX,3.9,61000,1610.0,109.0,93.0,350
49045,NJ,5.1,82000,1920.0,137.0,117.0,140
49046,MI,5.3,57000,1270.0,91.0,64.0,652
49047,FL,4.3,55000,1490.0,115.0,99.0,955
49048,FL,4.4,55000,1180.0,116.0,103.0,252
49049,NY,5.4,72000,1680.0,145.0,107.0,784
49050,CA,5.4,75000,1990.0,158.0,119.0,164
49051,NC,4.5,54000,1290.0,114.0,89.0,646
49052,CA,5.8,75000,1840.0,170.0,140.0,155
49053,TX,4.3,61000,1430.0,109.0,92.0,556
49054,FL,4.5,55000,1300.0,111.0,89.0,749
49055,PA,4.7,61000,1440.0,101.0,80.0,244
49056,IL,5.3,65000,1460.0,99.0,86.0,390
49057,IL,4.9,65000,1790.0,105.0,90.0,208
49058,TN,4.1,53000,1220.0,113.0,92.0,625
49059,WI,4.7,60000,1530.0,95.0,78.0,750
49060,NC,3.5,54000,1170.0,119.0,95.0,545
49061,IN,4.3,55000,1360.0,102.0,83.0,395
49062,NJ,5.5,82000,1810.0,134.0,115.0,912
49063,TX,4.3,61000,1300.0,100.0,86.0,553
49064,TX,4.2,61000,1270.0,103.0,89.0,834
49065,VA,3.7,74000,1510.0,117.0,104.0,789
49066,GA,4.0,58000,1570.0,105.0,92.0,643
49067,FL,4.8,55000,1310.0,123.0,92.0,980
49068,CA,5.2,75000,1830.0,159.0,128.0,272
49069,NY,5.0,72000,1560.0,133.0,111.0,209
49070,TX,4.4,61000,1400.0,96.0,75.0,288
